"D","M_K_v2_hash","P","class_id","class_size","d_multiset","n","p_multiset","panel","tau_den","tau_num"
"16","06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32","14","WP09C00001","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c","14","WP09C00002","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","23e1bfba4197de51a573e007f8ad93a6c63abee1c285658bdddf36c716a7677b","14","WP09C00003","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","25b63d91ffffefe5ce70df559ef971fa18ef128a7d4e68fd23d74e049c3e9241","14","WP09C00004","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908","14","WP09C00005","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","34b190b5610a41440aa52bd08cc4669f73a9fa8b3079a46009fd2c5df1db8934","14","WP09C00006","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","5b806409e44b31351989101070c945c6dd40718dfc86b3160c10bbfc790d938c","14","WP09C00007","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3","14","WP09C00008","2","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b","14","WP09C00009","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e","14","WP09C00010","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87","14","WP09C00011","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94","14","WP09C00012","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63","14","WP09C00013","2","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","c23b3ba67a722e02ce17f0c28ffbf2fc60adf58875dfb5083ee34e0edb570b0b","14","WP09C00014","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2","14","WP09C00015","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80","14","WP09C00016","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","fb64c3c790757cecf7c382b67151b0b6fbc0ae766d60fb63a07558af34321611","14","WP09C00017","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"16","fdb7459cf9013649180f6d52c62a5c4697ab69c6f9d1a884811294a49d65096a","14","WP09C00018","1","[1,3,5,7]","4","[1,2,4,7]","A","7","5"
"18","06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32","14","WP09C00019","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c","14","WP09C00020","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","25b63d91ffffefe5ce70df559ef971fa18ef128a7d4e68fd23d74e049c3e9241","14","WP09C00021","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908","14","WP09C00022","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","34b190b5610a41440aa52bd08cc4669f73a9fa8b3079a46009fd2c5df1db8934","14","WP09C00023","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3","14","WP09C00024","2","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b","14","WP09C00025","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","79b1633a597afd6168627e40c94d06da15c6fe9d1190e6706ab073336c25f82b","14","WP09C00026","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e","14","WP09C00027","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","a5f58ea3ca673a218027454b420ebac3db95bc1163f6c6b84f24fe9fe4ad4101","14","WP09C00028","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87","14","WP09C00029","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94","14","WP09C00030","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63","14","WP09C00031","2","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","c23b3ba67a722e02ce17f0c28ffbf2fc60adf58875dfb5083ee34e0edb570b0b","14","WP09C00032","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","d9c68703a6aba49a2be277565fb4948f8fc8c1ae4eaaca7e8ceb5696a9867721","14","WP09C00033","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2","14","WP09C00034","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80","14","WP09C00035","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"18","fb64c3c790757cecf7c382b67151b0b6fbc0ae766d60fb63a07558af34321611","14","WP09C00036","1","[1,3,5,9]","4","[1,2,4,7]","A","28","19"
"20","06365582b5ac2955c7b7e93867da332245395da2260b283feb7ede45c19b8f32","14","WP09C00037","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c","14","WP09C00038","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","0df6bde542716c5744afcc5248bc12866f8ce2502be1abe144d6837c68e080a2","14","WP09C00039","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","289004324b08c05289d088ece7659bf1589e11031e41c88b243d840ff4860908","14","WP09C00040","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","34b190b5610a41440aa52bd08cc4669f73a9fa8b3079a46009fd2c5df1db8934","14","WP09C00041","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","3ca03539be6ab086d0397d6b9a775967db4072cea9c95a032895b43e34fcc9be","14","WP09C00042","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c","14","WP09C00043","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3","14","WP09C00044","2","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","70363939d1c824af8b02413be2ce151ba315a7dcfeba65534e9d21662b30564b","14","WP09C00045","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e","14","WP09C00046","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757","14","WP09C00047","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","a6e8f755912a2036daa82da85871299b04f26a37ce5645bead34dd133f460b87","14","WP09C00048","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4","14","WP09C00049","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63","14","WP09C00050","2","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","c23b3ba67a722e02ce17f0c28ffbf2fc60adf58875dfb5083ee34e0edb570b0b","14","WP09C00051","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2","14","WP09C00052","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80","14","WP09C00053","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","fb64c3c790757cecf7c382b67151b0b6fbc0ae766d60fb63a07558af34321611","14","WP09C00054","1","[1,3,5,11]","4","[1,2,4,7]","A","14","9"
"20","0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c","14","WP09C00055","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","25b63d91ffffefe5ce70df559ef971fa18ef128a7d4e68fd23d74e049c3e9241","14","WP09C00056","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","4cc0fece6d5f00b0fd00db6478a20e6fb965825f57a980094f5b2905750e5266","14","WP09C00057","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3","14","WP09C00058","2","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b","14","WP09C00059","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","79b1633a597afd6168627e40c94d06da15c6fe9d1190e6706ab073336c25f82b","14","WP09C00060","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e","14","WP09C00061","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba","14","WP09C00062","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","a5f58ea3ca673a218027454b420ebac3db95bc1163f6c6b84f24fe9fe4ad4101","14","WP09C00063","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94","14","WP09C00064","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63","14","WP09C00065","2","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","d9c68703a6aba49a2be277565fb4948f8fc8c1ae4eaaca7e8ceb5696a9867721","14","WP09C00066","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2","14","WP09C00067","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80","14","WP09C00068","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"20","f2c8de3d4c09a32f9a17790a4920cec574780af906752c66e0d3b57c9ded2edd","14","WP09C00069","1","[1,3,7,9]","4","[1,2,4,7]","A","14","9"
"22","0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c","14","WP09C00070","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","0df6bde542716c5744afcc5248bc12866f8ce2502be1abe144d6837c68e080a2","14","WP09C00071","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","3ca03539be6ab086d0397d6b9a775967db4072cea9c95a032895b43e34fcc9be","14","WP09C00072","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","4cc0fece6d5f00b0fd00db6478a20e6fb965825f57a980094f5b2905750e5266","14","WP09C00073","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c","14","WP09C00074","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3","14","WP09C00075","2","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b","14","WP09C00076","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e","14","WP09C00077","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba","14","WP09C00078","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757","14","WP09C00079","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4","14","WP09C00080","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63","14","WP09C00081","2","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2","14","WP09C00082","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80","14","WP09C00083","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"22","f2c8de3d4c09a32f9a17790a4920cec574780af906752c66e0d3b57c9ded2edd","14","WP09C00084","1","[1,3,7,11]","4","[1,2,4,7]","A","28","17"
"24","0beceb8a734859055b448c96855ffeb6d985db8436505cef461a78c612cdd28c","14","WP09C00085","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","287e4579f9cab9c90fe17b81d6b26cf3b71333bc83fb5763ed0e06be66b6ed1d","14","WP09C00086","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","4cc0fece6d5f00b0fd00db6478a20e6fb965825f57a980094f5b2905750e5266","14","WP09C00087","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","551332a25907281b03b42ca753221eb302f5f3d64d96f2bdff44566b0e948f49","14","WP09C00088","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3","14","WP09C00089","2","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b","14","WP09C00090","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e","14","WP09C00091","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba","14","WP09C00092","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","a13efc38b8d612d3156aadb1164ead20d0cb98eebacc3cb39e54ff04b0241757","14","WP09C00093","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","bf96277ee91d1ba307c6ca5c6f8f56dfca550361283de79703ed834c3ea70ec4","14","WP09C00094","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63","14","WP09C00095","2","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","c2017b9edc99e18f8a626a426936fb04a99a68adc9a130b7b995f3c1c0a09003","14","WP09C00096","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","d5cb868f906a8e579dbe28390206aa16c73fa6eae9ae6588bab70248a844933c","14","WP09C00097","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2","14","WP09C00098","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80","14","WP09C00099","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"24","f2c8de3d4c09a32f9a17790a4920cec574780af906752c66e0d3b57c9ded2edd","14","WP09C00100","1","[1,3,9,11]","4","[1,2,4,7]","A","7","4"
"22","25b63d91ffffefe5ce70df559ef971fa18ef128a7d4e68fd23d74e049c3e9241","14","WP09C00101","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1","14","WP09C00102","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","358ae13d27d531c1ca30fa9a18cdc58bb12a19303adfa1a7e795bd077f35466e","14","WP09C00103","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3","14","WP09C00104","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b","14","WP09C00105","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","79b1633a597afd6168627e40c94d06da15c6fe9d1190e6706ab073336c25f82b","14","WP09C00106","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","87a1c0f2d61c0de63bae799fc5dd47cf3a40e996ffb463685e266659e21fd38e","14","WP09C00107","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","89f82e06fac1887ab29373489601f45ed715711e6842dd53c6ee8b7bf30d89ba","14","WP09C00108","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","a5f58ea3ca673a218027454b420ebac3db95bc1163f6c6b84f24fe9fe4ad4101","14","WP09C00109","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","aac920d42175c0111569e218d1d5ddf9eb4a6fdca7cd09bee48ecf84934b5f94","14","WP09C00110","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","c05f23394596ae9fa98df31ef87a596f92c6c6244caad6bfd01272cc5daa4d63","14","WP09C00111","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","c645867b4748a75675c0ed8e47b97d9cec9ae16890ef1aeecc64cd50cce5c626","14","WP09C00112","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","d9c68703a6aba49a2be277565fb4948f8fc8c1ae4eaaca7e8ceb5696a9867721","14","WP09C00113","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","e3ab9c0071b2d529a961b98b7f0f4c6b38358b8cb48e075f4f7b623187ec4a84","14","WP09C00114","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","ea66681bd3fa31c8e11d6ea78480e8270755413f76617e47632eef9ba03af4e2","14","WP09C00115","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"22","eeeb84a07001d490acb2e41ca051999ffeb0b61ed70ee0adf318857cb3d31a80","14","WP09C00116","1","[1,5,7,9]","4","[1,2,4,7]","A","28","17"
"24","0df6bde542716c5744afcc5248bc12866f8ce2502be1abe144d6837c68e080a2","14","WP09C00117","1","[1,5,7,11]","4","[1,2,4,7]","A","7","4"
"24","30df721d3ae609af9684e311a799e865d89af5cfe302c25d7e3460dbb23b90f1","14","WP09C00118","1","[1,5,7,11]","4","[1,2,4,7]","A","7","4"
"24","358ae13d27d531c1ca30fa9a18cdc58bb12a19303adfa1a7e795bd077f35466e","14","WP09C00119","1","[1,5,7,11]","4","[1,2,4,7]","A","7","4"
"24","3ca03539be6ab086d0397d6b9a775967db4072cea9c95a032895b43e34fcc9be","14","WP09C00120","1","[1,5,7,11]","4","[1,2,4,7]","A","7","4"
"24","5c200179a750bc19d10f8158a99c4a7ef1c6ca468862a28221f78e0f8b7ec91c","14","WP09C00121","1","[1,5,7,11]","4","[1,2,4,7]","A","7","4"
"24","65448a3712e365b672836df59c3aa18934d863ddd8f161aea2af9a503d4eead3","14","WP09C00122","1","[1,5,7,11]","4","[1,2,4,7]","A","7","4"
"24","7664a14cb67c08a74ce4f9a0a091c138c675d4fe9d64de17cfdb17eb70c1940b","14","WP09C00123","1","[1,5,7,11]","4","[1,2,4,7]","A","7","4"
